runid,fillid,starttime
303683,9996,2024-08-12 22:44:54+00:00
303682,9996,2024-08-12 21:44:44+00:00
303681,9996,2024-08-12 21:34:53+00:00
303680,9996,2024-08-12 21:24:11+00:00
303679,9996,2024-08-12 20:59:01+00:00
303678,9996,2024-08-12 20:57:33+00:00
303677,9996,2024-08-12 20:54:31+00:00
303676,9996,2024-08-12 20:45:40+00:00
303675,9996,2024-08-12 20:32:29+00:00
303674,9996,2024-08-12 19:31:28+00:00
303673,9996,2024-08-12 19:20:38+00:00
303672,9996,2024-08-12 19:17:15+00:00
303671,9996,2024-08-12 18:58:47+00:00
303670,9996,2024-08-12 18:57:58+00:00
303669,9996,2024-08-12 18:53:25+00:00
303668,9996,2024-08-12 18:50:43+00:00
303667,9996,2024-08-12 18:50:04+00:00
303666,9996,2024-08-12 18:47:37+00:00
303665,9996,2024-08-12 18:46:54+00:00
303664,9996,2024-08-12 18:38:48+00:00
303663,9996,2024-08-12 18:35:24+00:00
303662,9996,2024-08-12 18:32:11+00:00
303661,9996,2024-08-12 18:21:28+00:00
303660,9996,2024-08-12 17:59:55+00:00
303634,9995,2024-08-12 11:05:46+00:00
303633,9995,2024-08-12 10:26:51+00:00
303632,9995,2024-08-12 10:20:02+00:00
303631,9995,2024-08-12 10:15:27+00:00
303630,9995,2024-08-12 10:13:13+00:00
303629,9995,2024-08-12 10:10:59+00:00
303628,9995,2024-08-12 09:56:57+00:00
303627,9995,2024-08-12 09:51:27+00:00
303626,9995,2024-08-12 09:22:15+00:00
303625,9995,2024-08-12 09:14:06+00:00
303624,9995,2024-08-12 08:55:32+00:00
303623,9995,2024-08-12 08:25:30+00:00
303622,9995,2024-08-12 07:50:17+00:00
303621,9995,2024-08-12 07:43:23+00:00
303620,9995,2024-08-12 07:37:09+00:00
303619,9995,2024-08-12 07:28:54+00:00
303618,9995,2024-08-12 07:22:54+00:00
303617,9995,2024-08-12 07:02:27+00:00
303616,9995,2024-08-12 06:55:27+00:00
303615,9995,2024-08-12 06:51:06+00:00
303614,9995,2024-08-12 06:39:11+00:00
303613,9995,2024-08-12 06:36:49+00:00
303612,9995,2024-08-12 06:05:33+00:00
303611,9995,2024-08-12 05:38:26+00:00
303610,9995,2024-08-12 05:30:26+00:00
303609,9995,2024-08-12 04:58:05+00:00
303608,9995,2024-08-12 04:55:54+00:00
303607,9995,2024-08-12 04:46:51+00:00
303606,9995,2024-08-12 04:37:34+00:00
303605,9995,2024-08-12 04:21:42+00:00
303604,9995,2024-08-12 04:18:36+00:00
303603,9995,2024-08-12 04:05:09+00:00
303602,9995,2024-08-12 04:04:07+00:00
303601,9995,2024-08-12 03:59:22+00:00
303600,9995,2024-08-12 03:29:22+00:00
303599,9995,2024-08-12 03:27:30+00:00
303595,9994,2024-08-12 01:35:16+00:00
303594,9994,2024-08-12 00:35:08+00:00
303593,9994,2024-08-12 00:08:43+00:00
303592,9994,2024-08-12 00:01:17+00:00
303591,9994,2024-08-11 23:52:14+00:00
303590,9994,2024-08-11 23:39:20+00:00
303589,9994,2024-08-11 23:32:18+00:00
303588,9994,2024-08-11 23:15:38+00:00
303587,9994,2024-08-11 23:05:37+00:00
303586,9994,2024-08-11 22:29:20+00:00
303585,9994,2024-08-11 21:39:37+00:00
303584,9994,2024-08-11 21:22:09+00:00
303583,9994,2024-08-11 21:20:25+00:00
303582,9994,2024-08-11 21:17:21+00:00
303581,9994,2024-08-11 21:08:03+00:00
303580,9994,2024-08-11 21:00:59+00:00
303579,9994,2024-08-11 20:55:04+00:00
303578,9994,2024-08-11 20:42:14+00:00
303577,9994,2024-08-11 20:38:32+00:00
303576,9994,2024-08-11 20:35:48+00:00
303575,9994,2024-08-11 20:25:32+00:00
303574,9994,2024-08-11 20:24:18+00:00
303573,9994,2024-08-11 20:21:50+00:00
303572,9994,2024-08-11 20:08:29+00:00
303571,9994,2024-08-11 20:00:28+00:00
303570,9994,2024-08-11 19:16:47+00:00
303569,9994,2024-08-11 19:11:44+00:00
303568,9994,2024-08-11 19:07:49+00:00
303567,9994,2024-08-11 19:00:52+00:00
303566,9994,2024-08-11 18:55:51+00:00
303565,9994,2024-08-11 18:55:10+00:00
303564,9994,2024-08-11 18:45:14+00:00
303563,9994,2024-08-11 18:36:02+00:00
303562,9994,2024-08-11 18:35:17+00:00
303561,9994,2024-08-11 18:32:59+00:00
303560,9994,2024-08-11 18:30:09+00:00
303559,9994,2024-08-11 18:25:49+00:00
303558,9994,2024-08-11 17:47:54+00:00
303557,9994,2024-08-11 17:46:52+00:00
303556,9994,2024-08-11 17:45:44+00:00
303545,9992,2024-08-11 12:43:10+00:00
303544,9992,2024-08-11 12:40:29+00:00
303543,9992,2024-08-11 12:20:50+00:00
303542,9992,2024-08-11 12:15:55+00:00
303541,9992,2024-08-11 12:14:09+00:00
303536,9990,2024-08-11 09:38:35+00:00
303535,9990,2024-08-11 09:36:54+00:00
303531,9989,2024-08-11 08:07:24+00:00
303530,9989,2024-08-11 08:03:18+00:00
303529,9989,2024-08-11 07:57:57+00:00
303528,9989,2024-08-11 07:54:34+00:00
303527,9989,2024-08-11 07:20:24+00:00
303526,9989,2024-08-11 06:51:20+00:00
303525,9989,2024-08-11 06:50:32+00:00
303524,9989,2024-08-11 06:39:50+00:00
303523,9989,2024-08-11 06:24:09+00:00
303522,9989,2024-08-11 06:21:34+00:00
303521,9989,2024-08-11 06:20:53+00:00
303520,9989,2024-08-11 06:11:48+00:00
303519,9989,2024-08-11 06:10:54+00:00
303518,9989,2024-08-11 06:04:38+00:00
303517,9989,2024-08-11 05:19:10+00:00
303516,9989,2024-08-11 05:05:09+00:00
303515,9989,2024-08-11 05:01:13+00:00
303514,9989,2024-08-11 04:40:41+00:00
303513,9989,2024-08-11 03:40:34+00:00
303512,9989,2024-08-11 03:17:18+00:00
303511,9989,2024-08-11 02:34:11+00:00
303510,9989,2024-08-11 02:20:44+00:00
303509,9989,2024-08-11 01:46:43+00:00
303508,9989,2024-08-11 01:25:45+00:00
303507,9989,2024-08-11 01:09:52+00:00
303506,9989,2024-08-11 00:53:24+00:00
303505,9989,2024-08-11 00:44:03+00:00
303504,9989,2024-08-11 00:20:13+00:00
303503,9989,2024-08-11 00:17:05+00:00
303502,9989,2024-08-10 23:47:08+00:00
303501,9989,2024-08-10 23:27:44+00:00
303500,9989,2024-08-10 23:11:45+00:00
303499,9989,2024-08-10 23:08:59+00:00
303498,9989,2024-08-10 22:53:39+00:00
303497,9989,2024-08-10 22:47:58+00:00
303496,9989,2024-08-10 21:47:53+00:00
303495,9989,2024-08-10 21:20:51+00:00
303494,9989,2024-08-10 20:43:34+00:00
303493,9989,2024-08-10 20:40:12+00:00
303492,9989,2024-08-10 20:32:25+00:00
303491,9989,2024-08-10 20:25:44+00:00
303490,9989,2024-08-10 20:16:28+00:00
303489,9989,2024-08-10 20:15:29+00:00
303488,9989,2024-08-10 20:12:18+00:00
303487,9989,2024-08-10 20:11:37+00:00
303486,9989,2024-08-10 20:05:45+00:00
303485,9989,2024-08-10 20:00:22+00:00
303484,9989,2024-08-10 19:55:59+00:00
303483,9989,2024-08-10 19:39:00+00:00
303482,9989,
303463,9988,2024-08-10 14:38:48+00:00
303462,9988,2024-08-10 14:30:17+00:00
303461,9988,2024-08-10 14:15:06+00:00
303460,9988,2024-08-10 13:14:56+00:00
303459,9988,2024-08-10 13:14:15+00:00
303458,9988,2024-08-10 13:04:45+00:00
303457,9988,2024-08-10 13:01:30+00:00
303456,9988,2024-08-10 12:59:17+00:00
303455,9988,2024-08-10 12:46:49+00:00
303454,9988,2024-08-10 12:42:17+00:00
303453,9988,2024-08-10 12:15:11+00:00
303452,9988,2024-08-10 11:55:54+00:00
303451,9988,2024-08-10 11:41:58+00:00
303450,9988,2024-08-10 11:36:34+00:00
303449,9988,2024-08-10 11:26:52+00:00
303448,9988,2024-08-10 11:19:16+00:00
303447,9988,2024-08-10 10:47:45+00:00
303446,9988,2024-08-10 10:17:52+00:00
303445,9988,2024-08-10 09:48:24+00:00
303444,9988,2024-08-10 08:48:18+00:00
303443,9988,2024-08-10 08:27:27+00:00
303442,9988,2024-08-10 08:25:33+00:00
303441,9988,2024-08-10 08:23:23+00:00
303440,9988,2024-08-10 08:06:34+00:00
303439,9988,2024-08-10 08:00:40+00:00
303438,9988,2024-08-10 07:53:41+00:00
303437,9988,2024-08-10 07:44:44+00:00
303436,9988,2024-08-10 07:43:44+00:00
303435,9988,2024-08-10 07:41:57+00:00
303434,9988,2024-08-10 07:08:14+00:00
303433,9988,2024-08-10 06:55:26+00:00
303432,9988,2024-08-10 06:25:59+00:00
303431,9988,2024-08-10 06:21:09+00:00
303430,9988,2024-08-10 06:12:02+00:00
303429,9988,2024-08-10 06:08:38+00:00
303428,9988,2024-08-10 06:07:56+00:00
303427,9988,2024-08-10 05:58:47+00:00
303426,9988,2024-08-10 05:51:36+00:00
303425,9988,2024-08-10 05:49:23+00:00
303424,9988,2024-08-10 05:48:06+00:00
303423,9988,2024-08-10 05:19:53+00:00
303422,9988,2024-08-10 04:59:16+00:00
303421,9988,2024-08-10 04:58:06+00:00
303420,9988,2024-08-10 04:50:56+00:00
303419,9988,2024-08-10 04:38:48+00:00
303418,9988,2024-08-10 04:36:40+00:00
303417,9988,2024-08-10 04:29:48+00:00
303416,9988,2024-08-10 04:26:36+00:00
303415,9988,2024-08-10 04:03:37+00:00
303414,9988,2024-08-10 03:52:06+00:00
303413,9988,2024-08-10 03:50:29+00:00
303408,9987,2024-08-10 00:39:16+00:00
303407,9987,2024-08-10 00:34:09+00:00
303406,9987,
303405,9987,2024-08-10 00:11:35+00:00
303404,9987,2024-08-09 23:30:43+00:00
303403,9987,2024-08-09 23:30:00+00:00
303402,9987,2024-08-09 23:25:06+00:00
303401,9987,2024-08-09 23:04:50+00:00
303400,9987,2024-08-09 23:02:19+00:00
303399,9987,2024-08-09 23:01:37+00:00
303398,9987,2024-08-09 23:00:56+00:00
303397,9987,2024-08-09 22:03:24+00:00
303396,9987,2024-08-09 21:26:43+00:00
303395,9987,2024-08-09 21:19:53+00:00
303394,9987,2024-08-09 21:17:40+00:00
303393,9987,2024-08-09 21:05:45+00:00
303392,9987,2024-08-09 20:55:16+00:00
303391,9987,2024-08-09 20:43:03+00:00
303390,9987,2024-08-09 20:17:13+00:00
303389,9987,2024-08-09 19:38:00+00:00
303388,9987,2024-08-09 18:51:13+00:00
303387,9987,2024-08-09 18:48:11+00:00
303386,9987,2024-08-09 18:32:12+00:00
303385,9987,2024-08-09 17:57:46+00:00
303384,9987,2024-08-09 17:50:33+00:00
303383,9987,2024-08-09 17:44:09+00:00
303382,9987,2024-08-09 17:17:01+00:00
303381,9987,2024-08-09 17:11:33+00:00
303380,9987,2024-08-09 16:41:36+00:00
303379,9987,2024-08-09 15:41:24+00:00
303378,9987,2024-08-09 14:41:23+00:00
303377,9987,2024-08-09 14:40:39+00:00
303376,9987,2024-08-09 14:27:16+00:00
303375,9987,2024-08-09 14:01:28+00:00
303374,9987,2024-08-09 13:41:22+00:00
303373,9987,2024-08-09 13:34:11+00:00
303372,9987,2024-08-09 13:31:08+00:00
303371,9987,2024-08-09 13:30:37+00:00
303370,9987,2024-08-09 13:17:43+00:00
303368,9987,2024-08-09 13:02:42+00:00
303357,9987,2024-08-09 12:19:15+00:00
303353,9987,2024-08-09 12:05:41+00:00
303350,9987,2024-08-09 12:01:49+00:00
303348,9987,2024-08-09 11:49:53+00:00
303347,9987,2024-08-09 11:47:06+00:00
303346,9987,2024-08-09 11:39:33+00:00
303345,9987,2024-08-09 11:37:44+00:00
303344,9987,2024-08-09 11:37:36+00:00
303343,9987,2024-08-09 11:34:11+00:00
303342,9987,2024-08-09 10:54:40+00:00
303326,9986,2024-08-09 06:58:43+00:00
303325,9986,2024-08-09 06:48:42+00:00
303324,9986,2024-08-09 06:13:24+00:00
303323,9986,2024-08-09 06:01:17+00:00
303322,9986,2024-08-09 05:54:33+00:00
303321,9986,2024-08-09 05:44:05+00:00
303320,9986,2024-08-09 04:43:55+00:00
303319,9986,2024-08-09 04:10:39+00:00
303318,9986,2024-08-09 04:00:11+00:00
303317,9986,2024-08-09 03:49:42+00:00
303316,9986,2024-08-09 03:09:47+00:00
303315,9986,2024-08-09 03:08:12+00:00
303314,9986,2024-08-09 02:37:23+00:00
303313,9986,2024-08-09 02:02:09+00:00
303312,9986,2024-08-09 01:48:35+00:00
303311,9986,2024-08-09 01:40:16+00:00
303310,9986,2024-08-09 00:52:10+00:00
303309,9986,2024-08-09 00:17:01+00:00
303308,9986,2024-08-09 00:11:36+00:00
303307,9986,2024-08-09 00:10:39+00:00
303306,9986,2024-08-09 00:07:36+00:00
303305,9986,2024-08-09 00:06:20+00:00
303304,9986,2024-08-08 23:15:10+00:00
303303,9986,2024-08-08 22:57:18+00:00
303302,9986,2024-08-08 22:52:14+00:00
303301,9986,2024-08-08 22:35:05+00:00
303300,9986,2024-08-08 22:34:22+00:00
303299,9986,2024-08-08 22:01:42+00:00
303298,9986,2024-08-08 21:01:33+00:00
303297,9986,2024-08-08 20:05:40+00:00
303296,9986,2024-08-08 19:57:59+00:00
303295,9986,2024-08-08 19:44:52+00:00
303294,9986,2024-08-08 19:44:10+00:00
303293,9986,2024-08-08 19:38:50+00:00
303292,9986,2024-08-08 19:31:54+00:00
303291,9986,2024-08-08 19:18:57+00:00
303290,9986,2024-08-08 18:49:04+00:00
303289,9986,2024-08-08 17:55:05+00:00
303288,9986,2024-08-08 17:52:06+00:00
303287,9986,2024-08-08 17:51:24+00:00
303286,9986,2024-08-08 17:50:31+00:00
303285,9986,2024-08-08 17:31:17+00:00
303284,9986,2024-08-08 17:28:14+00:00
303283,9986,2024-08-08 17:22:50+00:00
303282,9986,2024-08-08 17:19:12+00:00
303281,9986,2024-08-08 17:10:56+00:00
303280,9986,2024-08-08 16:44:12+00:00
303241,9984,2024-08-08 12:04:03+00:00
303240,9984,2024-08-08 11:57:57+00:00
303239,9984,2024-08-08 11:20:28+00:00
303238,9984,2024-08-08 10:34:34+00:00
303237,9984,2024-08-08 10:10:46+00:00
303236,9984,2024-08-08 09:34:34+00:00
303235,9984,2024-08-08 09:26:08+00:00
303234,9984,2024-08-08 09:20:17+00:00
303233,9984,2024-08-08 09:09:26+00:00
303232,9984,2024-08-08 08:09:25+00:00
303231,9984,2024-08-08 08:06:02+00:00
303230,9984,2024-08-08 07:45:41+00:00
303229,9984,2024-08-08 07:32:41+00:00
303228,9984,2024-08-08 07:19:12+00:00
303227,9984,2024-08-08 07:18:32+00:00
303226,9984,2024-08-08 07:15:08+00:00
303225,9984,2024-08-08 07:12:39+00:00
303224,9984,2024-08-08 07:06:56+00:00
303223,9984,2024-08-08 07:02:31+00:00
303222,9984,2024-08-08 06:32:59+00:00
303221,9984,2024-08-08 06:31:16+00:00
303220,9984,2024-08-08 06:29:53+00:00
303212,9983,2024-08-08 01:03:40+00:00
303211,9983,2024-08-08 00:21:39+00:00
303210,9983,2024-08-08 00:14:43+00:00
303209,9983,2024-08-07 23:14:40+00:00
303208,9983,2024-08-07 22:29:12+00:00
303207,9983,2024-08-07 21:29:07+00:00
303206,9983,2024-08-07 20:45:21+00:00
303205,9983,2024-08-07 19:45:17+00:00
303204,9983,2024-08-07 19:39:09+00:00
303203,9983,2024-08-07 19:23:22+00:00
303202,9983,2024-08-07 18:49:46+00:00
303201,9983,2024-08-07 18:39:30+00:00
303200,9983,2024-08-07 18:37:31+00:00
303199,9983,2024-08-07 18:17:53+00:00
303198,9983,2024-08-07 18:12:46+00:00
303197,9983,2024-08-07 17:52:22+00:00
303196,9983,2024-08-07 17:51:29+00:00
303195,9983,2024-08-07 17:22:05+00:00
303194,9983,2024-08-07 17:14:45+00:00
303193,9983,2024-08-07 16:54:26+00:00
303192,9983,2024-08-07 16:53:33+00:00
303191,9983,2024-08-07 16:29:07+00:00
303190,9983,2024-08-07 16:10:23+00:00
303189,9983,2024-08-07 16:08:19+00:00
303188,9983,2024-08-07 15:45:26+00:00
303187,9983,2024-08-07 15:42:22+00:00
303186,9983,2024-08-07 15:20:31+00:00
303185,9983,2024-08-07 15:19:51+00:00
303184,9983,2024-08-07 15:16:43+00:00
303183,9983,2024-08-07 15:03:42+00:00
303182,9983,2024-08-07 14:51:37+00:00
303181,9983,2024-08-07 14:42:52+00:00
303180,9983,2024-08-07 14:34:39+00:00
303179,9983,2024-08-07 14:25:37+00:00
303178,9983,2024-08-07 14:23:52+00:00
303177,9983,2024-08-07 14:01:35+00:00
303176,9983,2024-08-07 13:57:02+00:00
303175,9983,2024-08-07 13:46:36+00:00
303174,9983,2024-08-07 13:44:01+00:00
303173,9983,2024-08-07 13:41:58+00:00
303172,9983,2024-08-07 13:40:07+00:00
303171,9983,2024-08-07 13:24:27+00:00
303170,9983,2024-08-07 13:21:28+00:00
303169,9983,2024-08-07 13:11:07+00:00
303168,9983,2024-08-07 13:06:54+00:00
303167,9983,2024-08-07 13:03:36+00:00
303166,9983,2024-08-07 12:43:43+00:00
303165,9983,2024-08-07 12:41:08+00:00
303164,9983,2024-08-07 12:40:24+00:00
303163,9983,2024-08-07 12:39:03+00:00
303162,9983,2024-08-07 12:36:21+00:00
303161,9983,2024-08-07 12:35:32+00:00
303160,9983,2024-08-07 12:31:21+00:00
303159,9983,2024-08-07 12:29:25+00:00
303158,9983,
303157,9983,2024-08-07 12:25:45+00:00
303156,9983,2024-08-07 12:23:27+00:00
303155,9983,2024-08-07 11:47:30+00:00
303154,9983,
303145,9982,2024-08-07 10:16:13+00:00
303144,9982,2024-08-07 10:12:03+00:00
303143,9982,2024-08-07 10:10:21+00:00
303142,9982,2024-08-07 10:07:03+00:00
303141,9982,2024-08-07 10:05:50+00:00
303140,9982,2024-08-07 10:00:23+00:00
303139,9982,2024-08-07 09:57:54+00:00
303138,9982,2024-08-07 09:53:53+00:00
303137,9982,2024-08-07 09:50:44+00:00
303136,9982,2024-08-07 09:49:55+00:00
303135,9982,2024-08-07 09:49:01+00:00
303134,9982,2024-08-07 09:48:18+00:00
303133,9982,2024-08-07 09:45:57+00:00
303132,9982,2024-08-07 09:03:58+00:00
303131,9982,2024-08-07 09:01:37+00:00
303130,9982,2024-08-07 08:34:28+00:00
303129,9982,2024-08-07 08:31:27+00:00
303128,9982,2024-08-07 07:25:01+00:00
303127,9982,2024-08-07 07:09:04+00:00
303126,9982,2024-08-07 06:55:12+00:00
303125,9982,2024-08-07 06:31:29+00:00
303124,9982,2024-08-07 06:29:53+00:00
303123,9982,2024-08-07 06:26:34+00:00
303122,9982,2024-08-07 06:03:59+00:00
303121,9982,2024-08-07 06:03:12+00:00
303120,9982,2024-08-07 05:42:39+00:00
303119,9982,2024-08-07 05:18:30+00:00
303118,9982,2024-08-07 04:05:48+00:00
303117,9982,2024-08-07 03:49:45+00:00
303116,9982,2024-08-07 02:49:36+00:00
303115,9982,2024-08-07 02:46:53+00:00
303114,9982,2024-08-07 02:26:15+00:00
303113,9982,2024-08-07 01:48:05+00:00
303112,9982,2024-08-07 01:30:03+00:00
303111,9982,2024-08-07 00:38:30+00:00
303110,9982,2024-08-07 00:30:55+00:00
303109,9982,2024-08-07 00:27:08+00:00
303108,9982,2024-08-06 23:50:37+00:00
303107,9982,2024-08-06 23:27:02+00:00
303106,9982,2024-08-06 23:02:33+00:00
303105,9982,2024-08-06 23:01:35+00:00
303104,9982,2024-08-06 22:37:02+00:00
303103,9982,2024-08-06 22:23:36+00:00
303102,9982,2024-08-06 22:17:01+00:00
303101,9982,2024-08-06 22:04:19+00:00
303100,9982,2024-08-06 21:50:54+00:00
303099,9982,2024-08-06 21:46:34+00:00
303098,9982,2024-08-06 21:30:04+00:00
303097,9982,2024-08-06 21:27:06+00:00
303096,9982,2024-08-06 21:10:18+00:00
303095,9982,2024-08-06 21:07:21+00:00
303094,9982,2024-08-06 21:01:55+00:00
303093,9982,2024-08-06 21:01:37+00:00
303092,9982,2024-08-06 20:58:17+00:00
303091,9982,2024-08-06 20:19:09+00:00
303026,9980,2024-08-06 12:23:24+00:00
303010,9978,2024-08-06 05:34:35+00:00
303009,9978,2024-08-06 05:32:44+00:00
303008,9978,2024-08-06 05:03:10+00:00
303007,9978,2024-08-06 04:49:09+00:00
303006,9978,2024-08-06 04:10:31+00:00
303005,9978,2024-08-06 03:53:01+00:00
303004,9978,2024-08-06 03:50:03+00:00
303003,9978,2024-08-06 02:54:55+00:00
303002,9978,2024-08-06 02:27:22+00:00
303001,9978,2024-08-06 01:55:35+00:00
303000,9978,2024-08-06 00:55:25+00:00
302999,9978,2024-08-06 00:51:25+00:00
302998,9978,2024-08-05 23:51:20+00:00
302997,9978,2024-08-05 23:28:06+00:00
302996,9978,2024-08-05 23:23:47+00:00
302995,9978,2024-08-05 22:37:33+00:00
302994,9978,2024-08-05 22:21:16+00:00
302993,9978,2024-08-05 22:06:34+00:00
302992,9978,2024-08-05 21:24:35+00:00
302991,9978,2024-08-05 20:53:52+00:00
302990,9978,2024-08-05 20:52:58+00:00
302989,9978,2024-08-05 20:52:15+00:00
302988,9978,2024-08-05 20:41:46+00:00
302987,9978,2024-08-05 20:38:18+00:00
302986,9978,2024-08-05 20:15:49+00:00
302985,9978,2024-08-05 19:54:12+00:00
302984,9978,2024-08-05 19:31:01+00:00
302983,9978,2024-08-05 19:17:27+00:00
302982,9978,2024-08-05 19:17:05+00:00
302981,9978,2024-08-05 19:13:31+00:00
302980,9978,2024-08-05 19:10:26+00:00
302979,9978,2024-08-05 18:35:06+00:00
302927,9974,2024-08-05 07:52:26+00:00
302926,9974,2024-08-05 06:52:20+00:00
302925,9974,2024-08-05 06:49:22+00:00
302924,9974,2024-08-05 06:40:05+00:00
302923,9974,2024-08-05 06:27:22+00:00
302922,9974,2024-08-05 06:21:37+00:00
302921,9974,2024-08-05 05:21:30+00:00
302920,9974,2024-08-05 04:55:35+00:00
302919,9974,2024-08-05 03:54:32+00:00
302918,9974,2024-08-05 03:32:38+00:00
302917,9974,2024-08-05 02:57:41+00:00
302916,9974,2024-08-05 02:02:12+00:00
302915,9974,2024-08-05 01:38:57+00:00
302914,9974,2024-08-05 01:23:03+00:00
302913,9974,2024-08-05 01:17:19+00:00
302912,9974,2024-08-05 00:19:23+00:00
302911,9974,2024-08-05 00:05:57+00:00
302910,9974,2024-08-05 00:00:21+00:00
302909,9974,2024-08-04 23:26:12+00:00
302908,9974,2024-08-04 23:19:29+00:00
302907,9974,2024-08-04 22:30:14+00:00
302906,9974,2024-08-04 21:38:02+00:00
302905,9974,2024-08-04 21:37:06+00:00
302904,9974,2024-08-04 20:59:44+00:00
302903,9974,2024-08-04 20:28:25+00:00
302902,9974,2024-08-04 20:15:05+00:00
302901,9974,2024-08-04 19:58:06+00:00
302900,9974,2024-08-04 19:45:06+00:00
302899,9974,2024-08-04 19:15:47+00:00
302898,9974,2024-08-04 19:07:20+00:00
302897,9974,2024-08-04 18:19:43+00:00
302896,9974,2024-08-04 18:18:47+00:00
302895,9974,2024-08-04 17:36:04+00:00
302894,9974,2024-08-04 17:33:42+00:00
302893,9974,2024-08-04 17:30:44+00:00
302892,9974,2024-08-04 17:30:11+00:00
302891,9974,2024-08-04 17:25:53+00:00
302890,9974,2024-08-04 17:22:36+00:00
302889,9974,2024-08-04 17:19:18+00:00
302888,9974,2024-08-04 17:11:01+00:00
302887,9974,2024-08-04 16:46:08+00:00
302883,9973,2024-08-04 14:43:02+00:00
302882,9973,2024-08-04 14:25:26+00:00
302881,9973,2024-08-04 13:55:51+00:00
302880,9973,2024-08-04 13:54:58+00:00
302879,9973,2024-08-04 13:53:47+00:00
302878,9973,2024-08-04 13:09:59+00:00
302877,9973,2024-08-04 12:55:51+00:00
302876,9973,2024-08-04 12:19:11+00:00
302875,9973,2024-08-04 12:04:28+00:00
302874,9973,2024-08-04 11:49:00+00:00
302873,9973,2024-08-04 11:38:04+00:00
302872,9973,2024-08-04 11:25:13+00:00
302871,9973,2024-08-04 11:12:46+00:00
302870,9973,2024-08-04 10:59:54+00:00
302869,9973,2024-08-04 10:06:05+00:00
302868,9973,2024-08-04 09:14:40+00:00
302867,9973,2024-08-04 09:10:59+00:00
302866,9973,2024-08-04 09:07:58+00:00
302865,9973,2024-08-04 08:07:56+00:00
302864,9973,2024-08-04 08:01:02+00:00
302863,9973,2024-08-04 07:41:22+00:00
302862,9973,2024-08-04 07:09:30+00:00
302861,9973,2024-08-04 06:43:42+00:00
302860,9973,2024-08-04 06:43:00+00:00
302859,9973,2024-08-04 06:06:32+00:00
302858,9973,2024-08-04 05:55:26+00:00
302857,9973,2024-08-04 04:55:25+00:00
302856,9973,2024-08-04 04:36:50+00:00
302855,9973,2024-08-04 04:14:06+00:00
302854,9973,2024-08-04 04:11:40+00:00
302853,9973,2024-08-04 03:13:08+00:00
302852,9973,2024-08-04 03:10:43+00:00
302851,9973,2024-08-04 03:07:18+00:00
302850,9973,2024-08-04 03:06:24+00:00
302849,9973,2024-08-04 02:06:20+00:00
302848,9973,2024-08-04 01:43:05+00:00
302847,9973,2024-08-04 01:40:07+00:00
302846,9973,2024-08-04 01:38:24+00:00
302845,9973,2024-08-04 01:36:10+00:00
302844,9973,2024-08-04 01:32:48+00:00
302843,9973,2024-08-04 01:11:42+00:00
302842,9973,2024-08-04 00:53:22+00:00
302837,9971,2024-08-03 21:27:05+00:00
302836,9971,2024-08-03 20:52:23+00:00
302835,9971,2024-08-03 20:39:13+00:00
302834,9971,2024-08-03 20:30:34+00:00
302833,9971,2024-08-03 20:11:53+00:00
302832,9971,2024-08-03 19:11:51+00:00
302831,9971,2024-08-03 19:11:08+00:00
302830,9971,2024-08-03 19:10:26+00:00
302829,9971,2024-08-03 19:05:10+00:00
302828,9971,2024-08-03 18:32:55+00:00
302827,9971,2024-08-03 18:13:01+00:00
302826,9971,2024-08-03 17:12:52+00:00
302825,9971,2024-08-03 17:07:31+00:00
302824,9971,2024-08-03 16:07:27+00:00
302823,9971,2024-08-03 15:42:52+00:00
302822,9971,2024-08-03 15:24:31+00:00
302821,9971,2024-08-03 14:37:06+00:00
302820,9971,2024-08-03 14:00:57+00:00
302819,9971,2024-08-03 13:53:25+00:00
302818,9971,2024-08-03 13:41:10+00:00
302817,9971,2024-08-03 13:07:25+00:00
302816,9971,2024-08-03 13:01:35+00:00
302815,9971,2024-08-03 12:48:07+00:00
302814,9971,2024-08-03 12:44:43+00:00
302813,9971,2024-08-03 12:06:49+00:00
302806,9970,2024-08-03 09:58:13+00:00
302805,9970,2024-08-03 09:51:57+00:00
302804,9970,2024-08-03 09:46:07+00:00
302803,9970,2024-08-03 08:57:44+00:00
302802,9970,2024-08-03 08:13:57+00:00
302801,9970,2024-08-03 08:10:23+00:00
302800,9970,2024-08-03 07:58:45+00:00
302799,9970,2024-08-03 07:58:11+00:00
302798,9970,2024-08-03 07:54:49+00:00
302797,9970,2024-08-03 07:37:21+00:00
302796,9970,2024-08-03 07:16:10+00:00
302792,9969,2024-08-03 04:52:06+00:00
302791,9969,2024-08-03 04:15:38+00:00
302790,9969,2024-08-03 03:58:45+00:00
302789,9969,2024-08-03 02:59:35+00:00
302788,9969,2024-08-03 02:28:40+00:00
302787,9969,2024-08-03 02:17:08+00:00
302786,9969,2024-08-03 02:12:03+00:00
302785,9969,2024-08-03 02:08:36+00:00
302784,9969,2024-08-03 01:08:28+00:00
302783,9969,2024-08-03 00:43:36+00:00
302782,9969,2024-08-02 23:43:26+00:00
302781,9969,2024-08-02 23:21:33+00:00
302780,9969,2024-08-02 23:20:50+00:00
302779,9969,2024-08-02 23:18:35+00:00
302778,9969,2024-08-02 23:09:37+00:00
302777,9969,2024-08-02 22:15:45+00:00
302776,9969,2024-08-02 22:03:36+00:00
302775,9969,2024-08-02 21:49:10+00:00
